constant_name,definition
Doctor:,Médico:
Document,Documento
"Document Categories","Categorías documento"
"Document Date","Fecha de documento"
"Document ID","Nº Identificación de Documento "
"Document Storage Method","Método de archivo de documentos"
"Document could not be moved to patient id","El documento no ha podido ser trasladado a la identificación del paciente"
"Document date and issue updated successfully","Fecha del documento e incidencia actualizadas con éxito"
"Document moved to new category","Documento se trasladó a nueva categoría"
"Document moved to patient id","Documento se trasladó al Nº Identificación del paciente "
"Document passed integrity check.","Documento aprobó la comprobación de integridad"
"Document successfully renamed.","Documento renombrado con éxito"
"Document/Imaging Store","Depósito de documentos/Imágenes"
Documents,Documentos
"Documents (write,addonly optional)","Documentos (escribir, addonly opcional)"
"Does this type allow related codes?","¿Este tipo permite codigos relacionados?"
"Domestic Partner","Socio doméstico"
"Don't Save","No Guardar"
"Don't Save","No Guardar"
"Don't Save Changes","No Guardar Cambios"
Done,Terminado
"Done with:","Hecho con:"
"Done.  Will now send download.","Terminado. Ahora se enviará la descarga"
Dosage,Dosis
"Double Vision","Visión doble"
Download,Descarga
"Download Anyway","Descargar de todas formas"
"Download Certificates","Certificados de descargas"
"Download Selected Statements","Descargar estados selectos"
"Download billing file, post to accounting and mark as billed","Descargar expediente de factura, mandar a contabilidad y marcar como facturado."
"Download configuration data","Descargar datos de configuración"
"Dr Check","Revisar médico"
"Dr Visit","Visitar médico"
Dr.,Médico
"Drag to move","Arrastre para mover"
Dribbling,Goteo
"Drivers License or State ID","Licencia de Manejar o Identificación del Estado"
Drug,Medicamento
"Drug Finder","Buscador de farmacos"
"Drug Forms","Forma de Medicamento"
"Drug ID missing!","Identificación de la droga está ausente!"
"Drug Intervals","Intervalos de Medicamento"
"Drug Inventory","Inventorio de Medicamento"
"Drug Name","Nombre del Medicamento"
"Drug Routes","Vía de administración del Medicamento"
"Drug Units","Unidades de Medicamento"
Drugs,Medicamentos
"Drugs and Products","Medicamentos y productos"
"Dry Mouth","Boca seca"
Due,Adeudado
"Due Date","Fecha de la cita"
"Due Date:","Fecha de la cita:"
"Due Ins","Deuda Seguro"
"Due Pt","Deuda Paciente"
"Due Soon","Deuda próxima"
"Due Status","Estado de Deuda"
"Due Status Update","Actualización Estado de Deuda"
"Due date mm/dd/yyyy or yyyy-mm-dd","Fecha de la cita mm/dd/aaaa o aaaa-mm-dd"
"Dumping OpenEMR database","Vaciar base de datos OpenEMR "
"Dumping OpenEMR web directory tree","Vaciar árbol de directorios web de OpenEMR"
"Dumping SQL-Ledger database","Vaciar SQL-Ledger base de datos"
"Dumping SQL-Ledger web directory tree","Vaciar phpGACL árbol de directorios web"
"Dumping phpGACL database","Vaciar base de datos phpGACL "
"Dumping phpGACL web directory tree","Vaciar phpGACL web de árbol de directorios"
"Dup Check","Compruebe duplicado"
"Duplicated ID on line","ID duplicado en linea"
"Duplicated name on line","Nombre duplicado en linea"
"Durable Power of Attorney","Poder Legal Duradero"
Duration,Duración
Dutch,Holandés
"Dx Rep","Dx Rep"
Dysphagia,Disfagia
Dyspnea:,Disnea
Dysuria,Disuria
E-Prescription?,¿E-Receta?
ECG,Electrocardiograma
"EDI-271 File Upload","Adjuntar fichero EDI-271"
"EDI-271 Response File Upload","Respuesta de carga de fichero EDI-271"
EIN,EIN
EMPTY,VACIO
"ENT Discharge","Descarga ORL"
"ENT Pain","Dolor ORL"
"EOB Data Entry","Entrada de datos de EOB "
"EOB Posting - Electronic Remittances","EOB envío - Remesas electrónicas"
"EOB Posting - Instructions","EOB envío - Instrucciones"
"EOB Posting - Invoice","EOB envío - Factura"
"EOB Posting - Patient Note","EOB envío - Nota del Paciente"
"EOB Posting - Search","EOB envío - Buscar"
ERA,"ERA (Aviso de Remesa Electrónica)"
"ERA Posting","Envío ERA "
"ERROR, unable to collect data from server","ERROR, incapaz de recoger los datos de servidor "
"ERROR: Field","ERROR: Campo"
"ERROR: Missing ZipArchive PHP Module","ERROR: Falta el fichero comprimido del Módulo PHP"
"ERROR: No ICD import directory.","ERROR: Sin directorio de importación ICD"
"ERROR: The following variable contains invalid characters","ERROR: La siguiente variable contiene caracteres inválidos"
"ERROR: Unable to Create Zip Archive.","ERROR: No se puede crear el fichero comprimido."
"ERROR: Unable to copy the file.","ERROR: No se puede copiar el fichero."
"ERROR: Unable to extract the file.","ERROR: No se puede extraer el fichero."
"ERROR: Unable to load the file into the database.","ERROR: No se puede leer el fichero en la base de datos."
"ERROR: Unable to set the version number.","ERROR: No se puede establecer el número de versión."
"ERROR: could not open table.sql, broken form?","ERROR: no pudo abrir tabla sql, formulario roto? "
"ERX Name","Nombre Receta electrónica"
"ERX Password","Contraseña Receta electrónica"
"ERX Role","Rol Receta electrónica"
"ERX User","Usuario Receta electrónica"
ETIN,ETIN
"Each recipient must set their own messages as completed.","Cada destinatario debe establecer sus propios mensajes como terminados."
"Early Recurrence (<2 Mo)","Repetición Temprana (<2 Mo)"
Ears,Orejas
Edema,Edema
Edit,Editar
"Edit Allergies","Editar alergias"
"Edit Categories","Editar categorías"
"Edit Definitions","Editar Definiciones"
"Edit Diagnoses for","Editar diagnóstico para"
"Edit Disclosure","editar acceso a la info"
"Edit Facilities","Editar Centros"
"Edit Facility","Editar Centro"
"Edit Facility Information","Editar información del Centro"
"Edit Facility Specific User Information","Editar información de usuario específica de Centro"
"Edit File in","editar archivo en"
"Edit Global Settings","Editar configuracion global"
"Edit Payment","editar pago"
"Edit Structure","Editar estructura"
"Edit User","Editar usuario"
"Edit User Settings","editar configuracion de usuario"
"Edit definitions","Editar definiciones"
"Edit form","Editar forma"
"Edit is not authorized!","Edición no permitida"
"Edit layout","Editar el diseño"
"Edit list","Editar la lista"
Education,Educación
"Education Date","Fecha educación"
"Effective Date","Fecha efectiva"
Effectiveness,Efectividad
Ejaculations,Eyaculaciones
Elbow,Codo
"Elbow Problems","Problemas del codo"
Electronic,Electrónico
"Electronic Remits","Mandatos Electronicos"
Eligibility,Elegibilidad
"Eligibility 270 Inquiry Batch","Elegibilidad Batch Consulta 270"
"Eligibility Response","Elegibilidad de Respuesta"
"Eligibility status for Vaccine for Children supplied vaccine","Estado de elegibilidad para la vacuna suministrada para niños"
Eligible,Elegible
Email,email
"Email Address",email
"Email Auth","Autenticación email"
"Email Notification","Notificación email"
"Email Notification Hours","Horario Notificación Email"
"Email Notification Report","Informe de notificación de email"
"Email Sender","Remitente de email"
"Email Sent","Email enviado"
"Email Subject","Asunto del email"
"Email Text, Usable Tag: ***NAME*** , i.e. Dear ***NAME***","Texto del email, etiqueta útil: ***NAME***, Ej. Estimado ***NAME***"
"Email Text, Usable Tag: ***NAME*** , i.e. Dear ***NAME***{{Do Not translate the ***NAME*** elements of this constant.}}","Texto email, etiqueta útil:***NAME***, por ej. Estimado ***NAME***{{No traducir el elemento ***NAME*** de esta constante}}"
"Email Transport Method","Método de envío de email"
"Email address of the sender for patient reminders. Replies to patient reminders will be directed to this address. It is important to use an address from your clinic's domain to avoid help prevent patient reminders from going to junk mail folders.","email del remitente para los recordatorios de pacientes. Las respuestas de los pacientes irán a esa dirección. Es importante usar una dirección del dominio de la Clínica para evitar que las respuestas de recordatorios de los pacientes vayan a la carpeta de correo basura."
"Email address, if any, to receive administrative notifications.","email, si hay, para recibir notificaciones administrativas."
"Email address, if any, to receive emergency login user activation messages.","email, si hay, para recibir mensajes de activación de inicio sesión de usuario."
"Email from Batchcom","email de Batchcom "
"Email send before","email enviado antes"
"Email sent to","email enviado a"
"Email was sent to following address","Email enviado a las siguientes direcciones"
"Emergency Contact","Contacto en caso de emergencia"
"Emergency Contact Person","Persona de Contacto de Emergencia"
"Emergency Contact Phone Number","Teléfono de Contacto de Emergencia "
"Emergency Contraception","Emergencia anticonceptiva"
"Emergency Login","Acceso de Emergencia"
"Emergency Login ACL is chosen. The user is still in active state, please de-activate the user and activate the same when required during emergency situations. Visit Administration->Users for activation or de-activation.","Acceso de Emergencia ACL elegido. El usuario esta aun activo, favor desactivar usuario y activarlo cuando la situacion de emergencia lo requiera. Visitar Administracio>Usuario para activación o deactivación."
"Emergency Login Email Address","email de inicio de sesión de emergencia"
"Emergency Login activation email will be circulated only if following settings in the interface/globals.php file are configured:","El email de activación de inicio de sesión de emergencia ha de circular sólo si los siguientes ajustes del fichero interfase/globals.php están configurados:"
"Emergency Login user can do anything","El usuario de Inicio de sesión de emergencia puede hacer cualquier cosa"
"Emergency Phone","Telefono de emergencia"
Emphysema,Enfisema
Employee,Empleado
Employer,Empresa
"Employer Address","Dirección del empleador"
"Employer Data","Datos de la empresa"
"Employer Name","Nombre de Empresa"
Empty,Vacio
"Empty value in ""Email Hours""","Valor vacío en ""Correo electrónico Horas"""
"Empty value in ""Email Sender""","Valor vacío en ""Correo electrónico Remitente"""
"Empty value in ""Email Subject""","Valor vacío en ""Correo electrónico Asunto"""
"Empty value in ""Email Text""","Valor vacío en ""Correo electrónico de texto"""
"Empty value in ""Name of Provider""","Valor vacío en ""Nombre del Proveedor"""
"Empty value in ""Password""","Valor vacío en ""Contraseña"""
"Empty value in ""SMS Hours""","Valor vacío en ""Horas de SMS"""
"Empty value in ""SMS Text""","Vaciar en el valor ""Texto SMS"""
"Empty value in ""Username""","Vaciar en el valor ""Usuario"""
"Enable AMC Prompting","Activar aviso MCA"
"Enable AMC Reporting","Activar Informe MCA"
"Enable AMC Tracking","Activar seguimiento MCA"
"Enable ATNA Auditing","Activar auditoría ATNA"
"Enable Audit Logging","Inicio de sesión Auditoría habilitado"
"Enable Audit Trail and Node Authentication (ATNA).","Activar Auditoría Registro y Autenticación del Nodo (ATNA)"
"Enable Automated Measure Calculations (AMC) Reporting","Activar Informe Medidas de Cálculo Automático (MCA)"
"Enable CQM Reporting","Activar Informes GCC"
"Enable Client SSL","Activar Cliente SSL"
"Enable Clinical Decisions Rules (CDR)","Activar Reglas Clínicas de Decisión (CDR)"
"Enable Clinical Quality Measure (CQM) Reporting","Activar informe medidas de calidad clínica (GCC)"
"Enable Clinical Reminder Popup","Activar popup recordatorios clínicos"
"Enable Clinical Reminder Widget","Activar Widget Recordatorios clínicos"
"Enable Fees In Left Menu","Habilitar tarifas en el menú de la izquierda"
"Enable Hylafax Support","Activar Soporte Hylafax"
"Enable Lab Exchange","Activar intercambio Laboratorio"
"Enable NewCrop eRx Service","Activar servicio Receta electrónica NewCrop"
"Enable Offsite Patient Portal","Activar Portal Paciente Externo"
"Enable Offsite Patient Portal.","Activar Portal paciente desde el exterior."
"Enable Onsite Patient Portal","Activar Portal paciente in-situ"
"Enable Onsite Patient Portal.","Activar Portal paciente in-situ."
"Enable Patient Reminder Widget","Activar widget recordatorios del paciente"
"Enable Prompting For Automated Measure Calculations (AMC) Required Data","Activar aviso fecha requerida para Medidas de Cálculo Automático (MCA)"
"Enable Reporting of Tracking Date For Automated Measure Calculations (AMC)","Activar Informe de Seguimiento de Fecha para Medidas de Cálculo Automático (MCA)"
"Enable Scanner Support","Activar Soporte escaner"
"Enable User Certificate Authentication","Activar Certificado de Autenticación del usuario."
"Enable ZMG, LLC eRx service","Activar servicio ZMG, Receta electrónica LLC"
"Enable client SSL certificate authentication.","Activar Cliente SSL con certificado de autenticación."
"Enable import status message for NewCrop erx","Activar el estado de importación de mensajes para Receta electrónica NewCrop"
"Enable log for document uploads/downloads to CouchDB","Habilitar registro para documentos subidos/bajados de CouchDB"
"Enable logging of all SQL SELECT queries.","Activar registro de todas las consultas SQL SELECT."
"Enable logging of backup related activities.","Activar registro de backup de actividades relacionadas."
"Enable logging of miscellaneous activities.","Activar inicio sesión de actividades varias."
"Enable logging of ordering activities.","Activar registro de actividades solicitadas."
"Enable logging of patient record modifications.","Activar registro de modificaciones del registro de pacientes."
"Enable logging of scheduling activities.","Activar registro de programar actividades."
"Enable logging of security and administration activities.","Activar registro de seguridad y administración de actividades."
"Enable the OpenEMR Support LLC Lab Exchange Service.","Activar servicio de soporte OpenEMR LLC Laboratorio de intercambio"
"Enables the old Charges panel for entering billing codes and payments. Not recommended, use the Fee Sheet instead.","Activar el viejo panel de cargos para introducir códigos de facturas y pagos. No se recomienda usar la hoja de honorarios en su lugar."
Enc,Encuentro
Encnter,Visita
Encounter,Visita
"Encounter ","Visita "
"Encounter Date","Fecha visita"
"Encounter Forms","Formularios visita"
"Encounter History","Histórico de visitas"
"Encounter ID","ID Visita"
"Encounter Page Size","Tamaño página visita"
"Encounter Payment","Pago visita"
"Encounter Summary","Resumen de visitas"
"Encounter number","número visita"
"Encounter statistics","Estadísticas de visitas"
"Encounter was coded","Visita codificada"
Encounter:,Visita:
"Encounter: encounter non-acute inpt, outpatient, or ophthalmology","Visita: visita ingreso no agudo, paciente externo, o oftalmológico"
Encounters,Visitas
"Encounters & Forms","Visitas y Formularios"
"Encounters &amp; Forms","Visitas y Formularios"
"Encounters Report","Informe de visitas"
"Encounters Section","Sección visitas"
"Encounters not authorized","Visitas no autorizadas"
Encryption,Encriptación
End,Final
"End (yyyy-mm-dd): ","Final (aaaa-mm-dd): "
"End Date","Fecha final"
"End Date:","Fecha Final:"
"End Time","Hora finalización"
"End date","Fecha final"
"End date should be greater than Begin date","Fecha final debe ser posterior a fecha inicio"
"End-Stage Renal Disease Beneficiary in MCP with Employer`s Group Plan","Enfermedad renal en Etapa Final - Beneficiario de MCP con un Plan de grupo del empleador"
"Ending DOS mm/dd/yyyy if you wish to enter a range","Termina DOS dd/mm/aaaa si desea entrar en una serie"
"Ending date of service yyyy-mm-dd","Fecha final de servicio aaaa-mm-dd"
"Ending hour of day for calendar events.","Hora final del día para eventos de calendario"
"Endo Abnormal Blood","Sangre anormal Endo "
Endocrine,Endocrino
Endoscopy,Endoscopía
English,Inglés
"English ",Inglés
"English (Indian)","Ingleses (Indios) "
"English (Standard)","Inglés (Estándar) "
"Enscript command used by Hylafax.","Enscript comando usado por Hylafax."
"Ensure OpenEMR has write privileges to directory","Garantizar OpenEMR tiene privilegios al directorio "
"Enter Database root Password","Introduzca Contraseña root para Base Datos"
"Enter Database root Username","Introduzca Usuario root para Base Datos"
"Enter Diagnosis","Introduzca Diagnóstico"
"Enter Drugs","Introduzca Medicamentos"
"Enter Immunizations","Introduzca Vacunas"
"Enter Key","Introducir Clave"
"Enter a diagnosis code to exclude all invoices not containing it","Introduzca un código de la diagnosis para excluir todas las facturas que no lo contienen"
"Enter body of letter here","Incorpore el cuerpo de la carta aquí "
"Enter new State","Escriba el nuevo Estado "
"Enter the Re Identification code","Introducir código Re-identificación"
"Enter your search criteria above","Incorpore sus criterios de búsqueda arriba "
Environmental,Ambiental
Epilepsy,Epilepsia
Erase,Borrar
Erections,"Erecciones "
Error,Error
"Error Removing Message","Error al eliminar el mensaje"
"Error confirming receipt of lab results","Error confirmando la recepción de los resultados del laboratorio"
"Error getting lab results from Lab Exchange Network","Error al obtener los resultados de laboratorio de la red de intercambio del laboratorio"
"Error in ""Gender"" selection","Error en selección de género"
"Error in ""HIPAA"" selection","Error en ""HIPAA"" selección"
"Error in ""Process"" selection","Error en el ""Proceso de selección"
"Error in ""SMS Gateway"" selection","El error en la selección de ""Puerta de SMS"""
"Error in ""Sort By"" selection","Error en ""Ordenar por"" selección"
"Error in YES or NO option","Error en la opción SI o NO"
"Error in gzip compression of file: ","Error del file de compresion gzip"
"Error opening uploaded file for reading","Error al abrir archivo cargado para lectura"
"Error retrieving results from Lab Exchange Network","Error recuperando resultados de la red de intercambio del laboratorio"
"Error when granting file privilege to the OpenEMR user.","Error en el fichero de concesión de privilegios para el usuario de OpenEMR."
"Error while saving to the file","Error al guardar en el archivo "
"Error while writing to file","Error al escribir en el archivo "
"Error, User Certificate Authentication is not enabled in OpenEMR","Error. Certificado de Autenticacion de usuario no esta habilitado en OpenEMR"
"Error, the file does not exist","Error, Este file no existe"
"Error, unable to create client certificate.","Error, incapaz de crear certificado de cliente"
"Error, unable to create the Certificate Authority certificate.","Error. No puede crearse certificadodo de Certificado de Autenticacion"
"Error, unable to create the Server certificate.","Error, incapaz de crear el certificado del servidor"
"Error, unable to create the admin.p12 certificate.","Error, incapaz de crear el certificado p12 de Admin"
"Error, unable to open file","Error, incapaz de abrir el file"
"Error. You need to install the Archive/Tar.php php module.","Error. Necesita instalar el Archivo/Tar.php php modulo"
"Error: Unable to create downloadable archive","Error, incapaz de crear el fichero de descarga"
"Error: duplicated ID on line","Error: ID duplicado en línea"
"Error: duplicated name on line","Error: Nombre duplicado en línea"
"Error: passwords don't match. Please check your typing.","Error: las contraseñas no coinciden. Por favor, compruebe lo tecleado. "
"Error: passwords don't match. Please check your typing.","Error: las contraseñas no coinciden. Por favor, compruebe lo tecleado. "
"Error: the file does not exist","Error, este file no existe"
Errors,Errores
Erythema:,Eritema
Eskimo,Esquimal
"Established Patient","Paciente regular"
Ethnicity,Raza
"Ethnicity or Race","La etnia o la raza"
"Ethnicity-Race List (write,addonly optional)","Lista de Origen étnico--Raza (escriba, sólo añadir opcional) "
Event,Evento
"Event Begins","Fecha comienzo de evento"
"Event Category","Categoría de evento"
"Event Date","Fecha evento"
"Event Description","Descripción evento"
"Event Details","Detalles evento"
"Event Duration","Duración de Evento"
"Event Fee","Honorarios del evento"
"Event Location","Lugar de evento"
"Event Title","Título de Evento"
"Event Website","Página web de evento"
"Event does not repeat","Evento no se repite"
"Event duration in minutes","Duración de evento en minutos"
"Event repeats every","Evento repite cada"
"Event repeats on","Evento repite en"
"Event start time","Hora comienzo evento"
"Event title","Título de evento"
Events,Eventos
"Events for","Eventos para"
"Events open in new window","Eventos abre en nueva ventana"
Every,Cada
"Every Fourth","cada cuarto"
"Every Other","uno sí, otro no"
"Every Third","cada tercero"
"Every, every other, every 3rd, etc.","Cada, cada otro, cada 3ro, etc. "
"Exam and test results","Examen y los resultados de las pruebas"
"Exam results","Resultados del examen"
Examination,Examen
"Examination Date","Fecha de examen "
Example,Ejemplo
Examples,Ejemplos
Exams/Tests,Exámenes/Pruebas
Except,Excepto
"Excessive Tearing","Lagrimeo Excesivo "
"Excluded Patients","Pacientes Excluídos"
Exclusion,Exclusiones
"Exclusive Provider Organization (EPO)","Organización de provedor exclusivo (OPE)"
"Executive Paper Size","Tamaño papel ejecutivo"
Exercise,Ejercicio
"Exercise Patterns","Patrones del ejercicio"
"Exercise patterns","Patrones de ejercicio "
Exist,Existe
"Exit from Administration","Salir de Administración"
Exp,Exp
Expand,Expandir
"Expand All","Expandir Todo"
"Expanded View","Vista ampliada"
"Expected form_encounter.pid to be ","Se espera form_encounter.pid para ser "
Expiration,Caducidad
"Expiration Date","Fecha de caducidad"
Expires,Caducidad
Export,Exportar
"Export Configuration","Exportar configuración"
"Export PQRI Report","Exportar Informe PQRI"
"Export Patient Demographics","Exportación de Demograficos del paciente"
"Export Selected as CSV","Selección de exportación como CSV "
"Export Selected to Collections","Exportar lo marcado a cobranzas "
"Export as CSV","Exportar con CSV"
"Export to CSV","Exportar a CSV"
"Export to external billing system","Exportación al sistema de facturación externo"
"Exposure To Foreign Countries","Exposición a Países Extranjeros "
"Exposure to Foreign Countries","Exposición a los países extranjeros"
"Ext Time Collected","Ext tiempo de coleccionar"
External,Externo
"External Data Loads","Carga de datos externos"
"External Database Import Utility","Utilidad de importación bbdd externa"
"External ID","Identificador externo"
"External Id","ID externo"
"External Only","Identificador externo"
"External Referral","Derivación externa"
"External Referral Followups","Seguimiento de Derivaciones Externas"
"External Referrals","Derivaciones externas"
"External identifier","Identificador externo"
"External referral?","¿Derivación externa?"
"Extract the zip file","Extraer este file comprimido"
"Extracting the file. This will take some time...","Extrayendo fichero. Esto puede tardar algún tiempo..."
Exudate:,Exudado:
"Eye Irritation","Irritación de Ojo "
"Eye Pain","Dolor de Ojo "
"Eye Redness","Enrojecimiento de Ojo"
Eyes,Ojos
F,F
"F/H Blood Problems","F/H Problemas de Sangre "
"F/H Female Hirsutism/Striae","F/H Hirsutismo Femenino/Estrías "
FAIL,Fallo
FECA,FECA
"FH Blood Problems","Problemas de Sangre FH "
FL,FL
FMS,FMS
FROM,DESDE
FROM_CITY,DESDE_CIUDAD
FROM_FNAME,DESDE_NOMBRE
FROM_LNAME,DESDE_APELLIDO
FROM_MNAME,DESDE_SEGUNDONOMBRE
FROM_PHONECELL,"DESDE_TELÉFONOCELULAR "
FROM_POSTAL,DESDE_POSTAL
FROM_STATE,DESDE_ESTADO
FROM_STREET,DESDE_CALLE
FROM_TITLE,"DESDE_TÍTULO "
FROM_VALEDICTORY,DESDE_DESPEDIDA
Facilities,Centros
Facility,Centro
"Facility Administration","Administración de Centro"
"Facility City","Ciudad del Centro "
"Facility Code","Código del Centro"
"Facility Country code","Código País del Centro "
"Facility Fax","Fax del Centro "
"Facility NPI","NPI del Centro "
"Facility Name","Nombre del Centro "
"Facility Phone","Teléfono del Centro "
"Facility Specific User Information","Información de usuario específica de Centro"
"Facility State","Estado del Centro "
"Facility Street","Dirección del Centro "
"Facility Zip","Código Postal del Centro "
Facility:,Centro:
Failed,Fallado
"Failed to create temporary folder. CouchDB will not work.","Fallo al crear la carpeta temporal. CouchDB no funcionará."
Failed.,Fallo
"Family History","Historia familiar"
"Family History of Glaucoma","Historia Familiar de Glaucoma "
"Family History:",Historia
"Family Payment","Pago por familia"
"Family Size","Tamaño familia"
Fancy,Suposición
Farsi,Iraní
Father,Padre
Fatigue,"Fatiga "
Fatigued,Fatigado
Fax,Fax
"Fax Count","Contador fax"
"Fax number","Número de fax "
Fax/Scan,Fax/Escanear
"Faxes In","Faxes entrada"
"Faxes Out","Faxes salida"
Features,Características
Feb,Feb
February,Febrero
"Federal Drug ID","Identificación de medicamento federal"
"Federal EIN","Federal EIN"
"Federal Tax ID","Identificación de impuesto federal"
Fee,Tarifa
"Fee Sheet","Hoja de tarifas"
"Fee Sheet Options","Opciones de la hoja de tarifas"
"Fee is not allowed","No se permite la tarifa"
Fees,Tarifas
Female,Mujer
"Female AP","Pild. anticoncep. fem."
"Female Condoms","Condones femeninos"
"Female G","Gentif. Femenino "
"Female LC","Fem.: último embar."
"Female P","Pelv. Femenina"
"Female Symptoms","Síntomas Femeninos "
"Female VSC","Fem.: contracepción quir. volunt."
Fever,Fiebre
Fever:,Fiebre
Fibroids,Fibromas
"Field type to use for employer or subscriber country in demographics.","Tipo de campo a utilizar para el país del empleador o abonado en demográficos."
"Field type to use for employer or subscriber state in demographics.","Tipo de campo a utilizar para el estado del empleador o abonado en demográficos."
"Field(s) are missing!","Falta Campo(s)!"
File,Fichero
"File Room","Sala de archivo"
"File management","Gestión de Fichero"
"File privilege granted to OpenEMR user.","Fichero de permisos de usuario de OpenEMR"
"File retrieval from CouchDB failed","Fallo en la recuperación de archivo de CouchDB"
"File to upload","Fichero para adjuntar"
"File with same name already exists at location:","Un fichero con el mismo nombre ya existe en la ubicación: "
Filename,"Nombre de fichero"
Files,Ficheros
Filipino,Filipino
"Fill any of the Below Row.","Rellene cualquiera de las filas de abajo."
"Fill here only if sending email notification to patients","Rellenar sólo si manda notificación a paciente por email"
"Fill in the values below","Llenar los valores abajo"
"Fill the Row.","Rellene la fila"
Filter,"Filtro "
"Filter for Constants","Filtro para los constantes "
"Filter for Definitions","Filtro por Definición"
Filters,Filtros
Final,Final
"Final Diagnosis","Diagnóstico final"
"Final diagnosis by specialist","Diagnóstico final por especialista"
Financial,Financiero
"Financial Close Date (yyyy-mm-dd)","Fecha cierre financiero (aaaa-mm-dd)"
"Financial Reporting - anything","Información financiera - cualquier cosa "
"Financial Reporting - my encounters","Información financiera - mis visitas"
"Financial Review Date","Fecha de revisión financiero"
"Financial Summary by Service Code","Resumen Financiero por Código de Servicio"
Find,Buscar
"Find Available","Buscar disponible"
"Find Available Appointments","Buscar citas disponibles"
"Find Patient","Busca paciente"
"Find Patient Education Materials","Buscar materiales educativos para el paciente"
Findings,Conclusiones
"Findings by specialist","Conclusiones por especialista"
Fine,Multa
"Finish Payments","Final Pagos"
First,Primero
"First Name","Nombre "
"First Name:","Nombre "
"First day of the week","Primer día de la semana"
"First name","Nombre "
Fitness,Aptitud
"Fitness Level","Condicion Fisica"
"Fitness level for this player on this day","Condicion Fisica para este jugador hoy"
"Fitness to Play","Aptitud a jugar"
"Fix encounter dates - any encounters","Encuentro fijar fechas - cualquier encuentros "
"Fix this","Solucionar este "
Flatulence,"Flatulencia "
Flow,"Flujo "
"Flu Season","Temporada de Gripe"
"Flu Vaccination","Vacunación gripe"
"Flu season","Temporada de gripe"
"Fluid and electrolyte problem","Problema de fluído y electrolito"
"Folio Paper Size","Tamaño papel folio"
"Follow Up",Seguimineto
"Follow Up Reason","Motivo de seguimiento"
"Follow manually","Seguir manualmente"
"Follow these instructions for installing or upgrading the following database","Siga estas instrucciones para instalar o actualizar la siguiente bbdd"
"Following is a new custom constant:","A continuación una nueva constante de cliente:"
"Following is a new custom language:","A continuación un nuevo idioma de cliente:"
"Following is a new definition (Language, Constant, Definition):","A continuación una nueva definición (Idioma, Constante, Definición):"
"Followup Services","Servicios de seguimiento"
"Followups Indicated","Seguimiento indicado"
"Food Intolerance","Intolerancia del Alimento "
Foot,Pie
"Foot Problems","Problemas en los píes"
Foot:,Píe:
"Football Injuries","Lesiones de fútbol "
"Football Injury Report","Informe de lesión futbolística"
"Footwear Type","Tipo de calzado"
For,Para
"For Encounter Claims","Reclamo por encuentro"
"For Medicare only, forces the referring provider to be the same as the rendering provider.","Para Seguro médico sólo, obliga al facultativo de referencia a ser el mismo que el facultativo del representado. "
"For Referred Organization/Practitioner","Para el profesional/Organizacion referida"
"For code","Por Código"
"For example:","Poe Ejemplo"
"For the past","Por el pasado"
"Force Billing Widget Open","Fuerza la apertura del widget de facturación"
"Force Create New Patient","Forzar Crear Nuevo Paciente"
Forearm,Antebrazo
Form,Formulario
Format,Formato
"Format incorrect for NDC","Formato incorrecto para el NDC "
"Format used to display most dates.","Formato usado para la mayoría de fechas"
"Format used to display most times.","Formato usado para mostrar la mayoría de horas."
"Formatted Report","Informe Formateado"
"Former smoker",Ex-fumador
Forms,Formularios
"Forms Administration","Formas de administración"
Forward,Re-enviar
"Forward Pages via Fax","Reenviar Páginas vía fax "
Forwarded,Remitido
Fourth,Cuarto
Fracture,Fractura
"Fracture at the Navicula","Fractura de escafoides"
"Fracture lateral malleolus","Fractura del maléolo lat."
"Fracture medial malleolus","Fractura del maléolo med."
"Fracture, Base of fifth (5th) Metatarsal","Fractura de base quinta (5 ª) metatarsianas "
French,Francés
"French (Canadian)","Francés (Canadiense)"
"French (Standard)","Francés (Standard)"
Frequency,"Frecuencia "
"Frequent Colds","Resfriados Frecuentes "
"Frequent Illness","Enfermedades Frecuentes "
Fri,Viernes
Friday,Viernes
From,Desde
"From Date Cannot be Greater than To Date.","Fecha desde no puede ser mayor que fecha hasta"
From:,Desde:
"From: ",Desde:
"Front Office","Oficina central "
"Front Office Receipts","Recibos de la Oficina Central "
"Front Office Receipts Report","Reportes de Recibos de la Oficina Central"
"Front Rec","Rec. Oficina Central"
"Frontal Right:","Frontal derecha"
"Full Name","Nombre Completo "
"Full Play","Juego completo "
"Full Training","Entrenamiento completo "
"Full path to directory containing MySQL executables.","Ruta completa del directorio que contiene los ejecutables MySQL."
"Full path to directory containing Perl executables.","Ruta completa del directorio que contiene los ejecutables Perl."
"Full path to directory for event log backup.","Ruta completa del directorio para log de eventos de backup"
"Full path to directory used for temporary files.","Ruta completa del directorio usado para ficheros temporales"
"Fully Paid","Pagado Total"
G,G
G/DL,G/DL
"GCAC Statistics Report","Informe de estadísticas del GCAC "
"GCAC Stats","Estadísticas GCAC"
"GCAC visit form is missing","Falta la forma de la visita del GCAC"
GM/DL,GM/DL
"Gall Bladder Condition","Afección de la vesícula biliar"
"Gall Stones","Cálculos en la vesícula "
"Game Period","Periodo de Juego"
Games,Juegos
"Games Missed","Juegos faltados"
