constant_name,definition
"Date Created","Fecha de creación"
"Date Deceased","Fecha del fallecimiento"
"Date Destroyed","Fecha de destrucción"
"Date Display Format","Formato de muestra de fecha"
"Date Immunization Information Statements Given","Comunicados de fechas de vacunación entregados"
"Date Last Pregnancy Ended","Fecha de parto"
"Date Master Criteria","Criterio maestro de fecha"
"Date Of Birth",F.Nacim.
"Date Of Service","Fecha de servicio"
"Date Of Signature","Fecha de firma"
"Date Ordered","Fecha de orden"
"Date Sent","Fecha del envío"
"Date The Message Was Sent","Fecha en la que el mensaje fue enviado"
"Date and time of sample collection","Fecha y hora de coleccion de muestra"
"Date and time of this observation","Fecha y hora de esta observación"
"Date and time that the sample was collected","Fecha y hora cuando la muestra fue colectada"
"Date contraceptive services initially provided","Fecha en que fueron provistos inicialmente los servicios anticonceptivos"
"Date format for ""Next Appointment"" is not valid","Formato fecha para 'Próxima Cita' no es válida"
"Date format for ""appointment end"" is not valid","Formato fecha para última cita no es válido"
"Date format for ""appointment start"" is not valid","Formato fecha para primera cita no es válido"
"Date format for ""not seen since"" is not valid","Formato fecha para 'no visto desde' no es válido"
"Date format for ""seen since"" is not valid","Formato fecha para 'visto desde' no es válido"
"Date is missing for code ","Falta fecha para código"
"Date of Billing","Fecha de factura"
"Date of Birth","Fecha Nacimiento"
"Date of Entry","Fecha de entrada"
"Date of Injury","Fecha de la lesión"
"Date of Last Pap Smear","Fecha de última citología/Papanicolau"
"Date of Next Pap Smear ","Fecha de próxima citología /Papanicolau"
"Date of Service","Fecha De Servicio"
"Date of Service = Today","Fecha de servicio = hoy"
"Date of Service:","Fecha de servicio"
"Date of VIS Statement","Fecha de la Declaración de VIS"
"Date of bank deposit yyyy-mm-dd","Fecha ingreso en banco aaaa-mm-dd"
"Date of birth",F.Nacim.
"Date of payment yyyy-mm-dd","Fecha de pago aaaa-mm-dd"
"Date of referral","Fecha de derivación"
"Date of reply","Fecha de la respuesta"
"Date of service mm/dd/yyyy","Fecha de servicio mm/dd/aaaa"
"Date of this order","Fecha de esta orden"
"Date of this report","Fecha de este reporte"
"Date selector","Seleccionador de fecha"
"Date values Cannot be Blank.","La fecha no puede estar en blanco"
Date/Appt,Fecha/Cita
Date/Notes,Fecha/Notas
"Date/Notes of Last","Fecha/Notas de Último"
Date/Time,Fecha/Hora
Date:,Fecha
"Dated Message Log","Registro de mensajes con sus fechas"
Day,Día
"Day View",Días
Day(s),Día(s)
"Day(s) M-F","Día(s) L-V"
Days,Días
"Days From Last Encounter","Días Desde la Última Visita"
"Days Missed","Dias faltados"
"Days and Games Missed","Dïas y juegos perdidos"
"Days per Column:","Días por columna"
Days/Col:,Días/Col
"De Identification",Anonimato
"De Identification Process is completed","El proceso de anonimato está completo"
"De Identification Process is ongoing","El proceso de anonimato está en proceso"
"De Identification process is started and running in background","El proceso de anonimato ha iniciado y está corriendo en el fondo"
"De Identified data may not be complete","Los datos anónimos pueden no estar completos"
"De-identification files will be saved in","Los ficheros anónimos serán guardados en"
Deaf,Sordera
"Debit Card","T de Débito"
"Debug Information","Elimine errores de la información"
Dec,Dic
December,Diciembre
Deductible,Deducible
"Deductible Met","Deducible alcanzado"
Default,Predeterminado
"Default Calendar View","Vista Calendario por defecto"
"Default Encounter Form ID","Formulario ID para Visita por defecto"
"Default Facility","Centro por defecto"
"Default Facility:","Ubicación predeterm"
"Default Language","Idioma por defecto"
"Default List (write,addonly optional)","Lista del defecto (escriba, sólo añadir opcional)"
"Default Method","Método predeterm"
"Default Password Expiration Days","Días Expiración Contraseña por Defecto"
"Default Patient Country","País por defecto del Paciente"
"Default Provider","Médico por defecto"
"Default Range","Rango por defecto"
"Default Reason for Visit","Razón por defecto de la visita"
"Default Setting","Configuración por defecto"
"Default Template","Plantilla por defecto"
"Default Units","Unidades por defecto"
"Default Value","Valor predeterm"
"Default Warehouse","Deposito por defecto"
"Default Warehouse:","Bodega predeterm"
"Default X12 Partner","Socio X12 por defecto"
"Default language if no other is allowed or chosen.","Idioma por defecto si no se elige o permite otro"
"Default password expiration period in days. 0 means this feature is disabled.","El periodo de vencimiento de la contraseña por defecto es 0. Ésto significa que la función está desactivada"
"Default provider is required","Debe definir un proveedor predeterminado"
"Default state of New Window checkbox in the patient list.","Estado por defecto de la casilla de chequeo de nueva ventana en la lista de pacientes."
Default/Global,"Por defecto/Global"
Del,Borrar
"Delayed Recurrence (> 12 Mo)","Repetición retrasada (> 12 Mo)"
Delete,Borrar
"Delete Categories with ID(s) : ","Eliminar Categrorías con identificador(es) :"
"Delete Category","Borrar Categoría"
"Delete Group","Borrar Grupo"
"Delete List","Borrar Lista"
"Delete Pages","Eliminar Páginas"
"Delete Patient, Encounter, Form, Issue, Document, Payment, Billing or Transaction","Borrar Paciente, visita, formulario, Incidencia, Documento, Pago, facturación o Transacción"
"Delete Row","Borrar fila"
"Delete Selected Items","Borrar ítems selectos"
"Delete successful.","Eliminación con éxito."
"Delete this document","Eliminar este documento"
"Delete this form","Eliminar este formulario"
"Delete this note","Eliminar esta nota"
"Deleted Successfully.","Borrado Completado"
"Deleting this event cannot be undone. It cannot be recovered once it is gone. Are you sure you wish to delete this event?","No se puede deshacer la eliminación de este evento. No se puede recuperar una vez que se ha hecho. ¿Está seguro que desea eliminar este evento?"
Dementia,Demencia
Demographics,Demográficos
"Demographics (All Values)","Demográficos (Todos)"
"Demographics (write,addonly optional)","Demografía (escribir, sólo añadir opcional)"
"Demographics filter criteria","Criterio de Filtro Demográficos"
"Demographics not authorized","Datos demográficos no autorizados"
"Demographics not authorized.","Datos demográficos no autorizados"
Denied,Denegado
Denominator,Denominador
Dental,Dental
"Dental Issues","Incidencias Dentales"
"Depending on the type of bill you are testing you will see HCFA like output on a blank page for HCFA bills, you will see many lines of somewhat garbled text  and information if you are testing an X12 claim. That garbled text is the X12 EDI 4010A format. O","Dependiendo del tipo de cuenta que usted prueba, usted verá salida tipo HCFA en una página en blanco para las cuentas de HCFA, o usted verá muchas líneas de texto e información alteradas, si usted está probando una demanda X12. Ese texto mutilado es el formato del X12 IED 4010A. Usted verá de vez en cuando los caracteres extraños que parecen dominós o basura, se trata de caracteres de control tales como alimentaciones de página y son normales."
"Deposit Date","Fecha de depósito"
"Deposit Date Cannot be greater than Today","La fecha del deposiito no puede ser mayor a la de hoy"
"Deposit Date:","Fecha del depósito"
Depressed,Depresivo
Depression,Depresión
Depression:,Depresión
Description,Descripción
"Description Translation","Traducción de la descripción"
"Description of the Disclosure","Descripción del acceso a información"
"Description of this procedure or result code","Desceripcion de este procedimiento o codigo resultante"
Description:,Descripción
Destination,Destino
"Destination Filename","Nombre del archivo destino"
Destroy,Destruir
"Destroy Lot","Destruir todo el lote"
Destroy...,Destruir
Destroyed,Ajustes(Daño/Exp)
"Destroyed Drugs","Productos destruidos"
"Destroyed Drugs Report","Informe drogas destruido"
Detail,Detalles
Details,Detalle
"Developmental abnormality","Anormalidad del desarrollo"
Diabetes,Diabetes
"Diabetes Mellitus","Diabetes Mellitus"
"Diabetes Mellitus w/Vascular Complications","Diabetes Mellitus con complicaciones vasculares"
"Diabetes: Blood Pressure Management (CQM)","Diabetes: Gestión presión arterial (GCC)"
"Diabetes: Eye Exam","Diabetes:Examen Ocular"
"Diabetes: Eye Exam (CQM)","Diabetes: Examen ocular (GCC)"
"Diabetes: Foot Exam","Diabetes: Examen de los pies"
"Diabetes: Foot Exam (CQM)","Diabetes: Examen de los pies (GCC)"
"Diabetes: HbA1c Poor Control (CQM)","Diabetes:Control HbA1c Deficiente (GCC)"
"Diabetes: Hemoglobin A1C","Diabetes: Hemoglobina A1C"
"Diabetes: LDL Management & Control (CQM)","Diabetes: Gestión LDL y Control (GCC)"
"Diabetes: Urine Microalbumin","Diabetes: Microalbúmina de la orina"
Diag,Diagnosticos
Diagnosis,Diagnósticos
"Diagnosis Code","Código de diagnóstico"
"Diagnosis Date","Fecha de diagnostico"
"Diagnosis Name","Nombre del diagnóstico"
"Diagnosis Report","Reporte de diagnóstico"
"Diagnosis Reporting","Informe de diagnóstico"
"Diagnosis Reporting Only","Sólo inf. de diag."
"Diagnosis Title","Título del diagnóstico"
"Diagnosis must be coded into a linked encounter","El diagnóstico debe ser codificado en una visita vinculada"
Diagnosis:,Diagnósticos
"Diagnosis: ",Diagnóstico:
Diagnostic,Diagnosticos
"Diagnostic Imaging ","Imagen Diagnóstica"
"Diagnostic Labs & Orders","Laboratorio y Diagnósticos"
"Diagnostic Tests:","Exam de Diagn"
Dials,Diales
Diaphragm,Diafragma
Diaphragms/Caps,"Diafragmas/Capuchón cervical"
Diarrhea,Diarrea
Diarrhea:,Diarrea
Dictation,Dictado
"Dictation: ",Dictado:
Dictation:,Dictado
"Did you receive a copy of the HIPAA Notice?","¿Usted recibió una copia del aviso de HIPAA?"
Difference,Diferencia
Diffuse:,Difuso
"Digitally Signed","Firmado digitalmente"
"Direct Mail","Correo Directo"
"Director Name","Nombre del director"
Disability,inhabilitación
"Disable Calendar","Deshabilitar calendario"
"Disable Chart Tracker","Deshabilitar tabla de seguimiento"
"Disable Immunizations","Deshabilitar inmunizaciones"
"Disable Old Metric Vitals Form","Deshabilitar vieja forma métrica de datos vitales"
"Disable Prescriptions","Deshabilitar prescripciones"
"Disable User Groups","Deshabilitar grupos de usuarios"
"Disable phpMyAdmin","Deshabilitar phpMyAdmin"
Disabled,inhabilitado
"Disabled Beneficiary Under Age 65 with Large Group Health Plan (LGHP)","Beneficiario discapacitado menor de 65 años con un Plan de salud para grandes grupos (LGHP)"
Discarded,"Dado de alta"
Discharge,Secreción
"Discharge From Urethra","Pérdidas/secreciones de la uretra"
"Discharge Right","Descarga derecha"
"Discharge Right:","Descarga derecha:"
Discharge:,Secreción
"Disclosure Info","Informacion de acceso a información"
"Disclosure Type","Tipo de Acceso a información"
"Disclosure Types","Tipos de Acceso a información"
Disclosures,"Acceso a información"
Discount,Descuento
"Discount Amount","Monto descuento"
"Discount Amount:","Monto descuento"
"Discount Level","Nivel del Descuento"
"Discount Percentage","porcentajes de descuento"
Discount/Adjustment,Descuento/Ajuste
"Discounts as Monetary Amounts","Descuentos como importes monetarios"
"Discounts at checkout time are entered as money amounts, as opposed to percentage.","Descuentos a la hora de salida se introducen como cantidades de dinero, a diferencia de porcentaje."
"Discrete Result","Resultado discreto"
Disease,Enfermedad
Disease:,Enfermedad
Dislocation,Dislocación
"Disp #","# Disp"
Dispatch,Informe
"Dispatch Received Document","Remitir documento recibido"
Dispensed,Entregado
"Display Name","Nombre de Pantalla"
"Display advance directives in the demographics page.","Mostrar las directivas anticipadas en la página de la demografía."
"Display event dates in block?","¿Mostrar fechas de eventos en bloque?"
"Display how many events?","¿Mostrar cuántos eventos?"
"Display location in block?","¿Mostrar lugar/sitio en bloque?"
"Display the calendar?","¿Mostrar el calendario?"
"Display today's events in the block?","¿Mostrar los eventos de hoy en el bloque?"
"Display topic in block?","¿Mostrar tema en el bloque?"
"Display upcoming events in block?","¿Mostrar los eventos próximos en tabla?"
"Display warnings for service and product mismatch","Desplegar mensajes de alerta (inconsistencia entre productos y servicios)"
"Displayed Columns","Columnas mostradas"
"Displaying the following number of most recent disclosures:","Mostrando el siguiente número de revelaciones más recientes:"
"Displaying the following number of most recent notes","Mostrando el siguiente número de las notas más recientes"
"Displaying the following number of most recent notes:","Mostrando el siguiente número de las notas más recientes:"
Distribution,Distribución
Distributions,Distribuciones
Distributor,Distribuidor
District,Distrito
Diverticulitis,Diverticulitis
"Diverticulitis Surgery","Operación de Diverticulitis"
Divirticulitis,Diverticulitis
"Divirticulitis Surgery","Operación de Diverticulitis"
Divorced,Divorciado(a)
Dizziness:,Mareos
"Do Not Resuscitate Order","Orden de no resucitación"
"Do not change","No cambiar"
"Do not display Allergy uploaded to NewCrop","No mostrar alergia subida a NewCrop"
"Do not display Medications uploaded to NewCrop","No mostrar medicación subida a NewCrop"
"Do not display the calendar.","No mostrar el calendario"
"Do not inventory and sell any products","No inventariar ni vender nigun producto"
"Do not require patient notes to be authorized","No requiere notas del paciente para ser autorizado"
"Do you really want to change Warehouse?","¿Desea realmente usar otra Bodega?"
"Do you really want to delete","¿Realmente desea borrar la"
"Do you really want to delete the selection?","¿Verdaderamente desea borrar la selección?"
"Do you really want to delete this group","Está seguro que quiere eliminar este grupo"
"Do you want to continue?","¿Quiere continuar?"
"Do you want to delete this?","¿Quiere borrar esto?"
"Do you want to delete?","¿Quiere borrar?"
"Do you want to remove this record?","¿Desea remover este registro?"
"Do you wish to PERMANENTLY delete this immunization record?","¿Usted desea suprimir DEFINITIVAMENTE este registro de vacunación?"
"Do you wish to continue adding this new patient?","¿Desea continuar agregando este nuevo paciente?"
"Do you wish to continue with the new name?","¿Usted desea continuar con el nuevo nombre?"
Docs,Documentos
Doctor,Médico
"Doctor's name and signature","Nombre del médico y la firma"
Doctor:,Médico:
"Doctor´s name and signature","Nombre y firma del médico"
Document,Documento
"Document Caetgories","Categorías de documentos"
"Document Categories","Categorías de documentos"
"Document Date","Fecha de documento"
"Document ID","Nº Identificación de Documento "
"Document Storage Method","Método de archivo de documentos"
"Document could not be moved to patient id","El documento no ha podido ser trasladado a la identificación del paciente"
"Document date and issue updated successfully","Fecha del documento e incidencia actualizadas con éxito"
"Document moved to new category","Documento se trasladó a nueva categoría"
"Document moved to patient id","Documento se trasladó al Nº Identificación del paciente "
"Document passed integrity check.","Documento aprobó la comprobación de integridad"
"Document successfully renamed.","Documento renombrado con éxito"
"Document/Imaging Store","Depósito de documentos/Imágenes"
Documents,Documentos
"Documents (write,addonly optional)","Documentos (escribir, addonly opcional)"
Documents:,Documentos
"Does this type allow related codes?","¿Este tipo permite codigos relacionados?"
"Domestic Partner","Pareja de hecho"
"Don't Save","No guardar"
"Don't Save Changes","No Guardar Cambios"
Done,Terminado
"Done with:","Hecho con:"
"Done.  Will now send download.","Terminado. Ahora se enviará la descarga"
Dosage,Dosis
"Dossier médical","Expediente médico"
"Double Vision","Doble visión"
Download,Descarga
"Download Anyway","Descargar de todas formas"
"Download Certificates","Certificados de descargas"
"Download Selected Statements","Descargar estados selectos"
"Download billing file, post to accounting and mark as billed","Descargar expediente de factura, mandar a contabilidad y marcar como facturado."
"Download configuration data","Descargar datos de configuración"
"Dr Check","Revisar médico"
"Dr Visit","Visitar médico"
Dr.,Médico
"Drag to move","Arrastre para mover"
Dribbling,Goteo
"Drivers License or State ID","Licencia de Manejar o Identificación del Estado"
Drug,Medicamento
"Drug Finder","Localizador de medicamentos"
"Drug Forms","Formas de medicamentos"
"Drug ID missing!","Identificación de la droga está ausente!"
"Drug Intervals","Intervalo entre medicamentos"
"Drug Inventory","Inventorio de Medicamento"
"Drug Lookup","Buscar Medicamento"
"Drug Name","Nombre Producto"
"Drug Routes","Vía de administración del Medicamento"
"Drug Units","Unidades de medicamento"
Drug:,Medicamento
Drugs,Medicamentos
"Drugs and Products","Medicamentos y productos"
"Dry Mouth","Boca seca"
Due,Adeudado
"Due Date","Fecha de la cita"
"Due Date:","Fecha de la cita:"
"Due Ins","Deuda Seguro"
"Due Pt","Deuda Paciente"
"Due Soon","Deuda próxima"
"Due Status","Estado de Deuda"
"Due Status Update","Actualización Estado de Deuda"
"Due date mm/dd/yyyy or yyyy-mm-dd","Fecha de la cita mm/dd/aaaa o aaaa-mm-dd"
"Dumping OpenEMR database","Vaciar base de datos OpenEMR "
"Dumping OpenEMR web directory tree","Vaciar árbol de directorios web de OpenEMR"
"Dumping SQL-Ledger database","Vaciar SQL-Ledger base de datos"
"Dumping SQL-Ledger web directory tree","Vaciar phpGACL árbol de directorios web"
"Dumping phpGACL database","Vaciar base de datos phpGACL "
"Dumping phpGACL web directory tree","Vaciar phpGACL web de árbol de directorios"
"Dup Check","Compruebe duplicado"
"Duplicated ID on line","ID duplicado en linea"
"Duplicated name on line","Nombre duplicado en linea"
"Durable Power of Attorney","Poder Legal Duradero"
Duration,Duración
"Duration of Absence (days)","Días ausencia"
Duration:,Duración
Dutch,Holandés
"Dx Rep","Dx Rep"
Dysmenorrhea,Dismenorrea
Dysphagia,Disfagia
Dyspnea:,Disnea
Dysuria,Disuria
E-Prescription?,¿E-Receta?
ECG,ECG
"EDI-271 File Upload","Adjuntar fichero EDI-271"
"EDI-271 Response File Upload","Respuesta de carga de fichero EDI-271"
EIN,EIN
EMPTY,VACIO
"ENT Discharge","Descarga ORL"
"ENT Pain","Dolor ORL"
"EOB Data Entry","Entrada de datos de EOB "
"EOB Posting - Electronic Remittances","EOB envío - Remesas electrónicas"
"EOB Posting - Instructions","Instrucciones de cierre de facturacion"
"EOB Posting - Invoice","EOB envío - Factura"
"EOB Posting - Patient Note","EOB envío - Nota del Paciente"
"EOB Posting - Search","EOB envío - Buscar"
ERA,"ERA (Aviso de Remesa Electrónica)"
"ERA Posting","Envío ERA "
"ERROR, unable to collect data from server","ERROR, incapaz de recoger los datos de servidor "
"ERROR: Field","ERROR: Campo"
"ERROR: Missing ZipArchive PHP Module","ERROR: Falta el fichero comprimido del Módulo PHP"
"ERROR: No ICD import directory.","ERROR: Sin directorio de importación ICD"
"ERROR: The following variable contains invalid characters","ERROR: La siguiente variable contiene caracteres inválidos"
"ERROR: Unable to Create Zip Archive.","ERROR: No se puede crear el fichero comprimido."
"ERROR: Unable to copy the file.","ERROR: No se puede copiar el fichero."
"ERROR: Unable to extract the file.","ERROR: No se puede extraer el fichero."
"ERROR: Unable to load the file into the database.","ERROR: No se puede leer el fichero en la base de datos."
"ERROR: Unable to set the version number.","ERROR: No se puede establecer el número de versión."
"ERROR: could not open table.sql, broken form?","ERROR: no pudo abrir tabla sql, formulario roto? "
"ERX Name","Nombre Receta electrónica"
"ERX Password","Contraseña Receta electrónica"
"ERX Role","Rol Receta electrónica"
"ERX User","Usuario Receta electrónica"
ETIN,ETIN
"Each recipient must set their own messages as completed.","Cada destinatario debe establecer sus propios mensajes como terminados."
"Early Recurrence (<2 Mo)","Repetición Temprana (<2 Mo)"
Ears,Orejas
"Economic (cost)","Económica  (costo)"
Ectopic,Ectópico
"Ectopic Pregnancy","Embarazo Ectópico"
Edema,Edema
Edit,Editar
"Edit Allergies","Editar alergias"
"Edit Categories","Editar Categ"
"Edit Definitions","Editar Definiciones"
"Edit Diagnoses for","Editar diagnóstico para"
"Edit Disclosure","editar acceso a la info"
"Edit Facilities","Editar Centros"
"Edit Facilities:","Editar Ubicaciones"
"Edit Facility","Editar Centro"
"Edit Facility Information","Editar Clínica / Centro de Costo"
"Edit Facility Specific User Information","Editar información de usuario específica de Centro"
"Edit File in","editar archivo en"
"Edit Global Settings","Editar Parámetros Globales"
"Edit Payment","editar pago"
"Edit Structure","Editar estructura"
"Edit User","Editar usuario"
"Edit User Settings","editar configuracion de usuario"
"Edit definitions","Editar definiciones"
"Edit definitions:","Editar clínicas"
"Edit form","Editar forma"
"Edit is not authorized!","Edición no permitida"
"Edit layout","Editar el diseño"
"Edit layout:","Editar Diseño"
"Edit list","Editar la lista"
"Edit list:","Editar Lista"
Education,Educación
"Education Date","Nivel educativo"
"Education activities","Actividades Educativas/Charlas"
"Effective Date","Fecha efectiva"
Effectiveness,Efectividad
Ejaculations,Eyaculaciones
Ejaculations:,Eyaculaciones
Elbow,Codo
"Elbow Problems","Problemas del codo"
Electronic,Electrónico
"Electronic Remits","Mandatos Electronicos"
Eligibility,Elegibilidad
"Eligibility 270 Inquiry Batch","Elegibilidad Batch Consulta 270"
"Eligibility Response","Elegibilidad de Respuesta"
"Eligibility status for Vaccine for Children supplied vaccine","Estado de elegibilidad para la vacuna suministrada para niños"
Eligible,Elegible
Email,email
"Email Address",email
"Email Auth","Autenticación email"
"Email Notification","Notificación email"
"Email Notification Hours","Horario Notificación Email"
"Email Notification Report","Informe de notificación de email"
"Email Sender","Remitente (email)"
"Email Sender :","Remitente (email)"
"Email Sent","Email enviado"
"Email Subject","Asunto (email)"
"Email Subject:","Asunto (email)"
"Email Text, Usable Tag: ***NAME*** , i.e. Dear ***NAME***","Texto del email, etiqueta útil: ***NAME***, Ej. Estimado ***NAME***"
"Email Text, Usable Tag: ***NAME*** , i.e. Dear ***NAME***{{Do Not translate the ***NAME*** elements of this constant.}}","Texto email, etiqueta útil:***NAME***, por ej. Estimado ***NAME***{{No traducir el elemento ***NAME*** de esta constante}}"
"Email Transport Method","Método de envío de email"
"Email address of the sender for patient reminders. Replies to patient reminders will be directed to this address. It is important to use an address from your clinic's domain to avoid help prevent patient reminders from going to junk mail folders.","email del remitente para los recordatorios de pacientes. Las respuestas de los pacientes irán a esa dirección. Es importante usar una dirección del dominio de la Clínica para evitar que las respuestas de recordatorios de los pacientes vayan a la carpeta de correo basura."
"Email address, if any, to receive administrative notifications.","email, si hay, para recibir notificaciones administrativas."
"Email address, if any, to receive emergency login user activation messages.","email, si hay, para recibir mensajes de activación de inicio sesión de usuario."
"Email from Batchcom","email de Batchcom "
"Email send before","email enviado antes"
"Email sent to","email enviado a"
"Email was sent to following address","Email enviado a las siguientes direcciones"
Emergency,Emergencia
"Emergency Contact","Contacto emergencia"
"Emergency Contact Person","Persona contacto de emergencia"
"Emergency Contact Phone Number","Teléfono de emergencia"
"Emergency Contraception","Anticonc Emergencia"
"Emergency Login","Acceso de Emergencia"
"Emergency Login ACL is chosen. The user is still in active state, please de-activate the user and activate the same when required during emergency situations. Visit Administration->Users for activation or de-activation.","Acceso de Emergencia ACL elegido. El usuario esta aun activo, favor desactivar usuario y activarlo cuando la situacion de emergencia lo requiera. Visitar Administracio>Usuario para activación o deactivación."
"Emergency Login Email Address","email de inicio de sesión de emergencia"
"Emergency Login activation email will be circulated only if following settings in the interface/globals.php file are configured:","El email de activación de inicio de sesión de emergencia ha de circular sólo si los siguientes ajustes del fichero interfase/globals.php están configurados:"
"Emergency Login user can do anything","El usuario de Inicio de sesión de emergencia puede hacer cualquier cosa"
"Emergency Phone","Teléfono emergencia"
"Emergency Written Instructions Provided","Instrucciones de emergencia provistas por escrito"
Emphysema,Enfisema
Employee,Empleado
Employer,Empleador
"Employer Address","Dirección Empleador"
"Employer Data","Datos de la empresa"
"Employer Name","Nombre Empleador"
Empty,Vacía
"Empty value in ""Email Hours""","Valor vacío en ""Correo electrónico Horas"""
"Empty value in ""Email Sender""","Valor vacío en ""Correo electrónico Remitente"""
"Empty value in ""Email Subject""","Valor vacío en ""Correo electrónico Asunto"""
"Empty value in ""Email Text""","Valor vacío en ""Correo electrónico de texto"""
"Empty value in ""Name of Provider""","Valor vacío en ""Nombre del Proveedor"""
"Empty value in ""Password""","Valor vacío en ""Contraseña"""
"Empty value in ""SMS Hours""","Valor vacío en ""Horas de SMS"""
"Empty value in ""SMS Text""","Vaciar en el valor ""Texto SMS"""
"Empty value in ""Username""","Vaciar en el valor ""Usuario"""
"Enable AMC Prompting","Activar aviso MCA"
"Enable AMC Reporting","Activar Informe MCA"
"Enable AMC Tracking","Activar seguimiento MCA"
"Enable ATNA Auditing","Activar auditoría ATNA"
"Enable Audit Logging","Inicio de sesión Auditoría habilitado"
"Enable Audit Trail and Node Authentication (ATNA).","Activar Auditoría Registro y Autenticación del Nodo (ATNA)"
"Enable Automated Measure Calculations (AMC) Reporting","Activar Informe Medidas de Cálculo Automático (MCA)"
"Enable CQM Reporting","Activar Informes GCC"
"Enable Client SSL","Activar Cliente SSL"
"Enable Clinical Decisions Rules (CDR)","Activar Reglas Clínicas de Decisión (CDR)"
"Enable Clinical Quality Measure (CQM) Reporting","Activar informe medidas de calidad clínica (GCC)"
"Enable Clinical Reminder Popup","Activar popup recordatorios clínicos"
"Enable Clinical Reminder Widget","Activar Widget Recordatorios clínicos"
"Enable Fees In Left Menu","Habilitar tarifas en el menú de la izquierda"
"Enable Hylafax Support","Activar Soporte Hylafax"
"Enable Lab Exchange","Activar intercambio Laboratorio"
"Enable NewCrop eRx Service","Activar servicio Receta electrónica NewCrop"
"Enable Offsite Patient Portal","Activar Portal Paciente Externo"
"Enable Offsite Patient Portal.","Activar Portal paciente desde el exterior."
"Enable Onsite Patient Portal","Activar Portal paciente in-situ"
"Enable Onsite Patient Portal.","Activar Portal paciente in-situ."
"Enable Patient Reminder Widget","Activar widget recordatorios del paciente"
"Enable Prompting For Automated Measure Calculations (AMC) Required Data","Activar aviso fecha requerida para Medidas de Cálculo Automático (MCA)"
"Enable Reporting of Tracking Date For Automated Measure Calculations (AMC)","Activar Informe de Seguimiento de Fecha para Medidas de Cálculo Automático (MCA)"
"Enable Scanner Support","Activar Soporte escaner"
"Enable User Certificate Authentication","Activar Certificado de Autenticación del usuario."
"Enable ZMG, LLC eRx service","Activar servicio ZMG, Receta electrónica LLC"
"Enable client SSL certificate authentication.","Activar Cliente SSL con certificado de autenticación."
"Enable import status message for NewCrop erx","Activar el estado de importación de mensajes para Receta electrónica NewCrop"
"Enable log for document uploads/downloads to CouchDB","Habilitar registro para documentos subidos/bajados de CouchDB"
"Enable logging of all SQL SELECT queries.","Activar registro de todas las consultas SQL SELECT."
"Enable logging of backup related activities.","Activar registro de backup de actividades relacionadas."
"Enable logging of miscellaneous activities.","Activar inicio sesión de actividades varias."
"Enable logging of ordering activities.","Activar registro de actividades solicitadas."
"Enable logging of patient record modifications.","Activar registro de modificaciones del registro de pacientes."
"Enable logging of scheduling activities.","Activar registro de programar actividades."
"Enable logging of security and administration activities.","Activar registro de seguridad y administración de actividades."
"Enable the OpenEMR Support LLC Lab Exchange Service.","Activar servicio de soporte OpenEMR LLC Laboratorio de intercambio"
"Enables the old Charges panel for entering billing codes and payments. Not recommended, use the Fee Sheet instead.","Activar el viejo panel de cargos para introducir códigos de facturas y pagos. No se recomienda usar la hoja de honorarios en su lugar."
Enc,Visita
Encnter,Visita
Encounter,Visita
"Encounter ","Visita "
"Encounter Date","Fecha visita"
"Encounter Forms","Formularios visita"
"Encounter Forms to Include in this Report:","Formas para visitas a incluir en este reporte"
"Encounter History","Histórico de visitas"
"Encounter ID","ID Visita"
"Encounter Page Size","Tamaño página visita"
"Encounter Payment","Pago visita"
"Encounter Summary","Resumen de visitas"
"Encounter forms","Formas para visita"
"Encounter number","número visita"
"Encounter statistics","Estadísticas de visitas"
"Encounter was coded","Visita codificada"
Encounter:,Visita:
"Encounter: encounter non-acute inpt, outpatient, or ophthalmology","Visita: visita ingreso no agudo, paciente externo, o oftalmológico"
Encounters,Visitas
"Encounters & Forms","Visitas y Formularios"
"Encounters & Forms:","Visitas y Formas"
"Encounters &amp; Forms","Visitas y Formularios"
"Encounters Report","Reporte de visitas"
"Encounters Section","Sección visitas"
"Encounters not authorized","Visitas no autorizadas"
Encryption,Encriptación
End,Fin
"End (yyyy-mm-dd): ","Final (aaaa-mm-dd): "
"End Date","Fecha final"
"End Date:","Fecha Final:"
"End Space","Espacio Endocrino"
"End Time","Hora final"
"End date","Fecha final"
"End date should be greater than Begin date","Fecha final debe ser posterior a fecha inicio"
"End-Stage Renal Disease Beneficiary in MCP with Employer`s Group Plan","Enfermedad renal en Etapa Final - Beneficiario de MCP con un Plan de grupo del empleador"
"Ending Account Balance","Saldo final de la cuenta"
"Ending DOS mm/dd/yyyy if you wish to enter a range","Termina DOS dd/mm/aaaa si desea entrar en una serie"
"Ending date of service yyyy-mm-dd","Fecha final de servicio aaaa-mm-dd"
"Ending hour of day for calendar events.","Hora final del día para eventos de calendario"
"Endo Abnormal Blood","Sangre anormal Endo "
Endocrine,Endocrino
"Endocrine Glands","Glándula endocrina"
Endoscopy,Endoscopía
English,Inglés
"English ",Inglés
"English (Indian)","Ingleses (Indios) "
"English (Standard)","Inglés (Estándar) "
"Enscript command used by Hylafax.","Enscript comando usado por Hylafax."
"Ensure OpenEMR has write privileges to directory","Garantizar OpenEMR tiene privilegios al directorio "
"Enter Database root Password","Introduzca Contraseña root para Base Datos"
